Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
18,23,1,9,1,0,1,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,411,8.9,3657.9
12,22,0,14,1,0,3,Nagpur,Optibelt Power Transmission India Private Limited,470,8.9,4183
7,18,2,5,1,0,11,Ahmedabad,Kalpataru Power,416,7.9,3286.4
15,23,0,20,1,0,7,Nagpur,Adani Power Ltd.,646,8.9,5749.4
5,20,3,22,7,0,11,New Delhi,Sunil Hitech Eng,627,8.5,5329.5
10,18,2,10,1,0,9,Dahej,Kalpataru Power,387,7.6,2941.2
18,23,3,10,1,0,9,Navi Mumbai,Kalpataru Power,541,9.3,5031.3
8,21,3,12,1,0,2,Pune,Guj Ind Power,539,9.1,4904.9
14,22,3,18,12,0,1,Faridabad,Indowind Energy,836,8.1,6771.6
7,20,2,16,1,0,11,Dahej,Sunil Hitech Eng,395,7.6,3002
19,23,2,13,1,0,1,Hyderabad,CESC,588,8.4,4939.2
10,17,1,14,1,0,4,Nagpur,CESC,467,8.9,4156.3
15,22,2,6,1,0,4,Ahmedabad,Power Grid Corp,335,7.9,2646.5
6,20,1,5,1,0,5,Noida,Guj Ind Power,210,8.2,1722
7,21,2,22,7,0,6,Navi Mumbai,JSW Energy Ltd.,600,9.3,5580
21,22,1,5,12,0,4,Pune,Adani Power Ltd.,563,9.1,5123.3
14,22,0,12,1,0,11,Mumbai,Neueon Towers / Sujana Towers Ltd.,330,9.2,3036
10,21,3,13,1,0,12,Shimla,Jyoti Structure,609,7.7,4689.3
5,22,1,6,1,0,7,Shimla,Adani Power Ltd.,509,7.7,3919.3
18,22,0,21,1,0,11,Ahmedabad,Guj Ind Power,604,7.9,4771.6
7,21,3,17,1,0,6,Kolkata,Reliance Power,483,8.7,4202.1
21,22,0,15,12,0,9,Ratnagiri,Indowind Energy,624,7.4,4617.6
11,23,0,22,1,0,6,Ahmedabad,Power Grid Corp,456,7.9,3602.4
18,22,1,14,1,0,2,Faridabad,JSW Energy Ltd.,504,8.1,4082.4
15,23,2,17,1,0,2,Navi Mumbai,GE T&D India Limited,574,9.3,5338.2
17,22,1,16,1,0,2,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,551,8.5,4683.5
22,22,2,15,1,0,1,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),465,7.9,3673.5
21,23,0,4,1,0,9,New Delhi,L&T Transmission & Distribution,370,8.5,3145
13,22,0,11,1,0,10,New Delhi,Torrent Power Ltd.,584,8.5,4964
9,22,0,21,1,0,6,Shimla,Unitech Power Transmission Ltd.,444,7.7,3418.8
16,23,1,3,1,0,3,Dahej,NTPC Pvt. Ltd.,513,7.6,3898.8
21,22,1,20,1,0,2,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",531,8.5,4513.5
7,18,1,14,1,0,10,Faridabad,L&T Transmission & Distribution,439,8.1,3555.9
7,21,0,3,7,0,12,Chennai,Kalpataru Power,294,8.8,2587.2
6,18,2,15,1,0,3,Chennai,Jaiprakash Power,409,8.8,3599.2
9,21,2,22,1,0,9,Navi Mumbai,GE T&D India Limited,518,9.3,4817.4
10,20,1,12,1,0,9,Pune,NTPC Pvt. Ltd.,519,9.1,4722.9
12,23,0,10,1,0,8,Pune,L&T Transmission & Distribution,384,9.1,3494.4
16,22,3,11,1,0,4,Noida,L&T Transmission & Distribution,448,8.2,3673.6
10,20,0,10,7,0,4,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,539,7.8,4204.2
11,23,2,11,1,0,2,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,525,7.6,3990
13,22,0,16,1,0,9,Shimla,Torrent Power Ltd.,361,7.7,2779.7
10,20,3,21,1,0,3,Mumbai,Reliance Power,594,9.2,5464.8
9,22,1,19,1,0,10,Mumbai,Sterlite Power Transmission Ltd,650,9.2,5980
8,23,2,11,1,0,9,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",398,7.7,3064.6
11,22,0,8,1,0,3,Navi Mumbai,Reliance Energy,315,9.3,2929.5
23,22,0,6,1,0,7,Vadodara,Unitech Power Transmission Ltd.,424,7.8,3307.2
19,22,1,20,1,0,9,Hyderabad,Jaiprakash Power,615,8.4,5166
7,22,0,20,1,0,10,Faridabad,Unitech Power Transmission Ltd.,473,8.1,3831.3
11,22,3,19,1,0,11,Kolkata,Torrent Power Ltd.,449,8.7,3906.3
12,22,0,3,1,0,9,Faridabad,JSW Energy Ltd.,373,8.1,3021.3
22,23,3,12,12,0,2,Vadodara,Torrent Power Ltd.,547,7.8,4266.6
18,22,1,19,1,0,4,Ahmedabad,NTPC Pvt. Ltd.,483,7.9,3815.7
11,23,2,6,1,0,12,Pune,Orient Green,510,9.1,4641
6,22,1,6,1,0,2,Nagpur,TransRail Lighting,451,8.9,4013.9
6,19,1,6,7,0,5,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",409,8.5,3476.5
20,23,3,4,1,0,10,Noida,Power Grid Corp,667,8.2,5469.4
17,23,0,3,12,0,10,Dahej,Sterlite Power Transmission Ltd,383,7.6,2910.8
17,22,2,8,1,0,1,Vadodara,Neueon Towers / Sujana Towers Ltd.,448,7.8,3494.4
5,17,1,16,1,0,3,Pune,Reliance Energy,418,9.1,3803.8
17,23,2,12,1,0,5,Dahej,KEC International,553,7.6,4202.8
14,22,2,22,1,0,3,Kolkata,JSW Energy Ltd.,612,8.7,5324.4
17,22,3,19,1,0,11,Faridabad,Sunil Hitech Eng,647,8.1,5240.7
10,21,2,21,1,0,12,Hyderabad,Sterlite Power Transmission Ltd,520,8.4,4368
22,23,0,20,12,0,5,Gurgaon,CESC,720,8.3,5976
11,22,0,17,1,0,9,Dahej,Ringfeder Power Transmission India Pvt. Ltd.,610,7.6,4636
17,22,1,8,1,0,2,Navi Mumbai,Guj Ind Power,368,9.3,3422.4
7,23,2,21,1,0,5,Mumbai,CESC,484,9.2,4452.8
14,23,0,22,1,0,8,New Delhi,Jaiprakash Power,566,8.5,4811
7,19,0,8,1,0,1,Faridabad,NTPC Pvt. Ltd.,296,8.1,2397.6
9,19,1,12,1,0,1,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",534,8.8,4699.2
9,23,3,7,1,0,2,Hyderabad,Jyoti Structure,384,8.4,3225.6
5,22,2,3,1,0,4,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,503,7.8,3923.4
22,23,1,6,1,0,9,New Delhi,Power Grid Corp,456,8.5,3876
16,23,0,22,1,0,11,Navi Mumbai,Kalpataru Power,505,9.3,4696.5
17,23,2,3,1,0,12,Faridabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",479,8.1,3879.9
6,20,0,16,1,0,6,New Delhi,CESC,483,8.5,4105.5
22,22,0,3,12,0,7,New Delhi,Tata Power Company Ltd.,434,8.5,3689
20,22,2,10,1,0,4,Kolkata,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),454,8.7,3949.8
7,19,1,12,1,0,12,Hyderabad,Optibelt Power Transmission India Private Limited,312,8.4,2620.8
16,23,3,3,1,0,1,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,482,8.3,4000.6
12,23,2,6,1,0,9,Kolkata,GE T&D India Limited,499,8.7,4341.3
7,22,2,7,1,0,1,Navi Mumbai,Sunil Hitech Eng,562,9.3,5226.6
13,22,1,8,12,0,7,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),537,9.3,4994.1
16,22,0,22,12,0,7,New Delhi,Adani Power Ltd.,772,8.5,6562
21,22,3,10,12,0,7,Vadodara,Torrent Power Ltd.,634,7.8,4945.2
15,22,0,20,1,0,11,Hyderabad,TransRail Lighting,410,8.4,3444
19,23,1,15,1,0,11,Mumbai,NTPC Pvt. Ltd.,617,9.2,5676.4
17,23,1,8,12,0,5,Nagpur,NTPC Pvt. Ltd.,551,8.9,4903.9
10,17,3,15,1,0,7,Noida,Unitech Power Transmission Ltd.,435,8.2,3567
8,21,2,8,1,0,4,Dahej,Kalpataru Power,308,7.6,2340.8
5,20,1,19,7,0,8,Navi Mumbai,Reliance Energy,638,9.3,5933.4
7,19,2,11,1,0,12,Dahej,CESC,293,7.6,2226.8
13,23,2,16,1,0,6,Hyderabad,Orient Green,464,8.4,3897.6
18,22,2,16,12,0,5,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,780,8.5,6630
22,22,0,15,1,0,3,Pune,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,651,9.1,5924.1
18,22,3,13,1,0,9,Faridabad,Reliance Power,700,8.1,5670
22,23,1,16,1,0,3,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,531,8.9,4725.9
13,23,1,10,1,0,9,Chennai,Jyoti Structure,604,8.8,5315.2
23,23,3,12,12,0,6,Hyderabad,TransRail Lighting,722,8.4,6064.8
6,18,0,13,1,0,1,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,406,7.9,3207.4
14,22,2,13,1,0,10,Vadodara,Kalpataru Power,597,7.8,4656.6
21,23,2,22,1,0,7,Ratnagiri,Kalpataru Power,644,7.4,4765.6
5,20,0,3,1,0,10,Ratnagiri,Jyoti Structure,227,7.4,1679.8
21,22,0,22,1,0,3,Mumbai,Reliance Energy,530,9.2,4876
18,23,1,20,1,0,5,Shimla,Power Grid Corp,512,7.7,3942.4
19,23,0,17,1,0,12,Hyderabad,Orient Green,463,8.4,3889.2
22,23,2,19,1,0,6,New Delhi,Reliance Energy,589,8.5,5006.5
22,22,0,12,12,0,11,Kolkata,CESC,535,8.7,4654.5
15,23,3,8,12,0,3,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,746,8.4,6266.4
9,17,2,10,1,0,12,Pune,Reliance Energy,306,9.1,2784.6
15,22,1,3,1,0,4,Mumbai,NHPC,510,9.2,4692
10,21,1,11,7,0,5,Kolkata,NHPC,423,8.7,3680.1
13,22,2,5,1,0,8,Gurgaon,Torrent Power Ltd.,588,8.3,4880.4
15,22,0,16,1,0,1,Chennai,Orient Green,476,8.8,4188.8
19,22,2,17,12,0,1,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,615,8.5,5227.5
16,22,3,15,1,0,12,Nagpur,Kalpataru Power,679,8.9,6043.1
16,22,3,19,12,0,9,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),823,7.4,6090.2
17,22,2,11,1,0,5,Ratnagiri,Indowind Energy,627,7.4,4639.8
9,21,1,9,7,0,1,Kolkata,Guj Ind Power,529,8.7,4602.3
22,23,0,7,1,0,10,Nagpur,Indowind Energy,523,8.9,4654.7
13,23,1,18,1,0,7,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,641,8.8,5640.8
12,23,2,11,1,0,10,Shimla,SJVN Ltd.,557,7.7,4288.9
12,22,0,6,1,0,2,Nagpur,Optibelt Power Transmission India Private Limited,433,8.9,3853.7
12,22,1,7,1,0,7,Chennai,Jaiprakash Power,530,8.8,4664
16,22,0,8,1,0,8,Faridabad,CESC,360,8.1,2916
22,22,0,7,1,0,7,Faridabad,Adani Power Ltd.,569,8.1,4608.9
19,22,0,13,1,0,2,Shimla,Adani Power Ltd.,440,7.7,3388
16,22,0,12,1,0,5,Ahmedabad,Ringfeder Power Transmission India Pvt. Ltd.,543,7.9,4289.7
21,23,1,10,1,0,3,Pune,Adani Power Ltd.,422,9.1,3840.2
13,23,1,8,1,0,3,Nagpur,Sunil Hitech Eng,509,8.9,4530.1
17,23,0,4,1,0,1,Navi Mumbai,Torrent Power Ltd.,357,9.3,3320.1
6,17,0,11,1,0,10,Pune,Tata Power Company Ltd.,259,9.1,2356.9
13,22,2,18,1,0,9,Ratnagiri,KEC International,560,7.4,4144
10,18,0,16,7,0,8,Kolkata,Guj Ind Power,509,8.7,4428.3
7,21,3,13,1,0,5,Gurgaon,Sunil Hitech Eng,482,8.3,4000.6
23,22,0,14,1,0,8,New Delhi,Indowind Energy,458,8.5,3893
10,19,3,7,1,0,9,Chennai,NLC India,330,8.8,2904
5,21,1,19,1,0,1,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",355,8.2,2911
5,23,2,11,1,0,8,Kolkata,Sterlite Power Transmission Ltd,372,8.7,3236.4
9,17,3,3,1,0,3,Pune,TransRail Lighting,367,9.1,3339.7
5,23,3,20,1,0,9,Vadodara,Sterlite Power Transmission Ltd,576,7.8,4492.8
5,21,2,13,1,0,6,Nagpur,Jaiprakash Power,458,8.9,4076.2
7,18,0,14,1,0,7,Navi Mumbai,Torrent Power Ltd.,331,9.3,3078.3
9,19,2,14,1,0,11,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,351,7.4,2597.4
22,22,3,13,1,0,9,Chennai,GE T&D India Limited,531,8.8,4672.8
5,22,3,16,1,0,6,Nagpur,GE T&D India Limited,446,8.9,3969.4
7,21,0,11,1,0,5,Mumbai,Optibelt Power Transmission India Private Limited,321,9.2,2953.2
17,23,2,19,1,0,2,Faridabad,Reliance Power,618,8.1,5005.8
6,19,1,4,1,0,9,Hyderabad,Jyoti Structure,418,8.4,3511.2
19,23,1,17,1,0,12,Dahej,KEC International,611,7.6,4643.6
15,22,0,21,1,0,12,Noida,Sunil Hitech Eng,550,8.2,4510
5,19,3,14,7,0,3,Kolkata,Power Grid Corp,467,8.7,4062.9
13,23,2,13,1,0,6,Kolkata,NTPC Pvt. Ltd.,512,8.7,4454.4
13,23,3,22,1,0,5,Ratnagiri,Adani Power Ltd.,580,7.4,4292
15,22,1,9,1,0,10,New Delhi,NTPC Pvt. Ltd.,610,8.5,5185
20,22,1,12,1,0,12,Ratnagiri,Power Grid Corp,664,7.4,4913.6
13,23,0,22,1,0,2,Pune,L&T Transmission & Distribution,612,9.1,5569.2
8,17,3,15,1,0,2,Hyderabad,NLC India,385,8.4,3234
15,23,3,21,1,0,6,Hyderabad,Adani Power Ltd.,525,8.4,4410
7,19,3,11,1,0,12,Ratnagiri,Reliance Energy,474,7.4,3507.6
16,22,2,5,1,0,1,New Delhi,Sunil Hitech Eng,587,8.5,4989.5
6,23,0,3,1,0,3,Kolkata,KEC International,326,8.7,2836.2
8,22,1,12,1,0,12,Ahmedabad,Jaiprakash Power,451,7.9,3562.9
14,23,0,22,1,0,4,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,660,8.7,5742
7,23,1,12,7,0,8,Hyderabad,Sterlite Power Transmission Ltd,569,8.4,4779.6
15,23,1,11,1,0,12,Chennai,NLC India,500,8.8,4400
13,23,3,19,1,0,7,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",554,8.7,4819.8
9,22,2,7,1,0,12,Dahej,KEC International,420,7.6,3192
5,22,1,13,1,0,6,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,412,9.3,3831.6
7,22,2,15,1,0,3,Navi Mumbai,Orient Green,583,9.3,5421.9
14,23,3,8,1,0,11,Chennai,Neueon Towers / Sujana Towers Ltd.,624,8.8,5491.2
20,23,1,14,1,0,6,Dahej,Neueon Towers / Sujana Towers Ltd.,617,7.6,4689.2
5,18,0,3,1,0,6,Shimla,Sterlite Power Transmission Ltd,158,7.7,1216.6
7,20,2,10,1,0,9,Gurgaon,Adani Power Ltd.,368,8.3,3054.4
17,22,1,6,1,0,9,Gurgaon,L&T Transmission & Distribution,525,8.3,4357.5
8,18,3,17,1,0,6,Kolkata,Torrent Power Ltd.,583,8.7,5072.1
12,22,3,12,1,0,7,Kolkata,Sunil Hitech Eng,645,8.7,5611.5
9,18,3,18,1,0,4,Dahej,NHPC,623,7.6,4734.8
14,22,0,15,12,0,3,Shimla,Kalpataru Power,680,7.7,5236
7,18,2,10,1,0,10,Hyderabad,Jyoti Structure,448,8.4,3763.2
12,23,3,7,1,0,2,Navi Mumbai,Reliance Energy,464,9.3,4315.2
17,22,0,16,1,0,11,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",493,7.7,3796.1
14,23,0,3,12,0,11,Hyderabad,SJVN Ltd.,479,8.4,4023.6
9,22,0,18,1,0,3,Chennai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),432,8.8,3801.6
12,23,3,19,1,0,12,Faridabad,Jyoti Structure,565,8.1,4576.5
17,22,2,15,1,0,8,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),468,8.4,3931.2
6,17,2,4,7,0,10,Gurgaon,KEC International,263,8.3,2182.9
16,22,0,13,1,0,10,Hyderabad,Kalpataru Power,489,8.4,4107.6
11,22,1,13,1,0,1,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,485,7.9,3831.5
20,22,1,21,1,0,3,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,719,7.4,5320.6
19,22,0,9,1,0,7,Shimla,Adani Power Ltd.,570,7.7,4389
23,23,3,13,1,0,2,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",590,8.7,5133
21,22,3,11,1,0,6,New Delhi,Jyoti Structure,451,8.5,3833.5
15,22,3,9,1,0,10,Navi Mumbai,Kalpataru Power,651,9.3,6054.3
14,22,0,21,1,0,2,Hyderabad,GE T&D India Limited,611,8.4,5132.4
10,23,2,17,1,0,4,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,625,7.9,4937.5
22,22,2,10,12,0,6,Ratnagiri,Adani Power Ltd.,518,7.4,3833.2
5,18,0,11,1,0,6,Dahej,Power Grid Corp,416,7.6,3161.6
23,22,3,6,1,0,9,Gurgaon,Power Grid Corp,460,8.3,3818
9,18,2,7,7,0,11,Shimla,JSW Energy Ltd.,491,7.7,3780.7
21,23,3,13,1,0,6,Hyderabad,SJVN Ltd.,672,8.4,5644.8
14,23,3,8,1,0,3,Vadodara,JSW Energy Ltd.,457,7.8,3564.6
16,22,2,21,1,0,7,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",709,7.9,5601.1
13,22,2,17,1,0,10,Dahej,Indowind Energy,693,7.6,5266.8
21,23,3,11,1,0,7,Pune,Bonfiglioli Transmission Pvt. Ltd.,722,9.1,6570.2
7,18,1,18,1,0,2,Kolkata,CESC,327,8.7,2844.9
12,22,1,8,1,0,3,Dahej,NHPC,412,7.6,3131.2
6,23,3,8,1,0,9,Nagpur,Indowind Energy,526,8.9,4681.4
14,23,0,17,1,0,8,Pune,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,598,9.1,5441.8
10,20,0,10,7,0,8,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",352,9.1,3203.2
8,23,0,14,1,0,12,Chennai,Torrent Power Ltd.,371,8.8,3264.8
8,20,2,11,1,0,1,Ratnagiri,Optibelt Power Transmission India Private Limited,578,7.4,4277.2
16,22,1,13,1,0,7,Gurgaon,NLC India,624,8.3,5179.2
23,23,0,5,1,0,2,Navi Mumbai,GE T&D India Limited,341,9.3,3171.3
7,18,3,18,1,0,6,Faridabad,Reliance Power,421,8.1,3410.1
11,23,0,6,1,0,9,Faridabad,Tata Power Company Ltd.,480,8.1,3888
21,22,1,7,1,0,8,Vadodara,KEC International,579,7.8,4516.2
15,22,2,18,1,0,2,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,557,8.3,4623.1
6,22,0,17,1,0,1,New Delhi,Power Grid Corp,367,8.5,3119.5
16,23,0,4,12,0,5,Ahmedabad,L&T Transmission & Distribution,653,7.9,5158.7
20,22,2,14,1,0,6,Noida,NTPC Pvt. Ltd.,484,8.2,3968.8
6,21,2,16,1,0,7,New Delhi,Torrent Power Ltd.,615,8.5,5227.5
16,23,2,20,12,0,3,New Delhi,Power Grid Corp,754,8.5,6409
13,22,0,22,1,0,8,Nagpur,CESC,676,8.9,6016.4
7,20,0,16,1,0,12,Chennai,Torrent Power Ltd.,536,8.8,4716.8
17,22,3,5,1,0,3,Pune,Orient Green,541,9.1,4923.1
9,22,0,17,1,0,8,Kolkata,Optibelt Power Transmission India Private Limited,490,8.7,4263
22,23,3,17,12,0,5,Dahej,Kalpataru Power,871,7.6,6619.6
7,22,3,15,1,0,3,Dahej,Jaiprakash Power,440,7.6,3344
14,22,3,3,1,0,2,Faridabad,CESC,343,8.1,2778.3
23,23,3,16,12,0,9,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),764,7.6,5806.4
16,23,1,7,1,0,2,Dahej,CESC,300,7.6,2280
13,23,0,6,12,0,11,Gurgaon,KEC International,386,8.3,3203.8
20,22,3,10,1,0,2,Faridabad,Reliance Energy,620,8.1,5022
10,18,2,17,1,0,10,Chennai,Adani Power Ltd.,578,8.8,5086.4
16,23,2,16,1,0,8,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,491,8.3,4075.3
19,22,1,3,1,0,1,Chennai,Power Grid Corp,413,8.8,3634.4
10,21,1,17,7,0,1,Gurgaon,Reliance Power,468,8.3,3884.4
21,22,3,9,1,0,6,Kolkata,Sunil Hitech Eng,582,8.7,5063.4
10,18,2,17,1,0,5,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,592,8.5,5032
9,22,2,9,1,0,9,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,504,8.5,4284
16,22,1,19,1,0,2,Ahmedabad,NTPC Pvt. Ltd.,390,7.9,3081
6,22,0,12,1,0,7,Navi Mumbai,JSW Energy Ltd.,380,9.3,3534
21,22,2,13,1,0,3,Noida,Unitech Power Transmission Ltd.,465,8.2,3813
14,22,2,6,12,0,5,Ratnagiri,L&T Transmission & Distribution,688,7.4,5091.2
8,21,1,13,7,0,8,Ratnagiri,Jaiprakash Power,428,7.4,3167.2
12,23,2,14,1,0,2,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),514,8.4,4317.6
22,22,2,13,1,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,584,8.9,5197.6
17,22,1,8,1,0,5,Noida,Reliance Power,378,8.2,3099.6
11,23,3,16,1,0,12,Navi Mumbai,Tata Power Company Ltd.,543,9.3,5049.9
12,23,3,21,12,0,7,Dahej,Kalpataru Power,783,7.6,5950.8
20,23,3,6,1,0,5,Noida,Optibelt Power Transmission India Private Limited,574,8.2,4706.8
14,23,0,12,1,0,6,New Delhi,NHPC,401,8.5,3408.5
19,23,0,4,1,0,12,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",507,8.4,4258.8
20,22,0,9,12,0,3,Ratnagiri,Power Grid Corp,657,7.4,4861.8
5,20,3,17,1,0,1,Hyderabad,Reliance Power,456,8.4,3830.4
6,20,3,18,7,0,12,Gurgaon,Unitech Power Transmission Ltd.,480,8.3,3984
20,22,2,14,1,0,4,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,535,8.1,4333.5
15,23,2,16,1,0,1,Navi Mumbai,Sunil Hitech Eng,583,9.3,5421.9
19,23,1,14,1,0,4,New Delhi,Kalpataru Power,629,8.5,5346.5
19,22,2,11,12,0,6,Chennai,Orient Green,674,8.8,5931.2
9,18,3,10,1,0,12,Shimla,Adani Power Ltd.,481,7.7,3703.7
23,23,0,10,1,0,4,Ahmedabad,SJVN Ltd.,533,7.9,4210.7
6,19,0,3,7,0,5,Ratnagiri,Orient Green,460,7.4,3404
16,22,1,7,1,0,11,Kolkata,Reliance Energy,427,8.7,3714.9
16,22,1,12,1,0,10,Chennai,SJVN Ltd.,507,8.8,4461.6
18,22,1,9,1,0,4,Ahmedabad,Reliance Power,385,7.9,3041.5
5,19,1,4,1,0,10,Hyderabad,Jaiprakash Power,218,8.4,1831.2
15,22,3,10,1,0,4,Gurgaon,Power Grid Corp,558,8.3,4631.4
18,22,0,3,1,0,3,Navi Mumbai,SJVN Ltd.,505,9.3,4696.5
18,23,0,13,1,0,7,Dahej,KEC International,454,7.6,3450.4
15,23,2,21,1,0,9,Pune,NTPC Pvt. Ltd.,493,9.1,4486.3
10,20,2,22,1,0,6,Faridabad,Jyoti Structure,417,8.1,3377.7
6,22,0,22,1,0,9,Gurgaon,Optibelt Power Transmission India Private Limited,592,8.3,4913.6
13,22,1,20,1,0,3,Shimla,L&T Transmission & Distribution,618,7.7,4758.6
14,22,3,3,1,0,3,Chennai,Reliance Power,475,8.8,4180
21,22,0,18,1,0,10,Vadodara,Unitech Power Transmission Ltd.,543,7.8,4235.4
10,22,2,11,7,0,9,Vadodara,Sunil Hitech Eng,548,7.8,4274.4
10,21,2,12,1,0,5,Pune,Indowind Energy,514,9.1,4677.4
15,23,2,16,1,0,11,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,685,8.5,5822.5
20,23,3,14,12,0,9,Gurgaon,Jaiprakash Power,780,8.3,6474
17,22,1,8,1,0,9,Navi Mumbai,Guj Ind Power,552,9.3,5133.6
18,23,1,18,1,0,4,Navi Mumbai,Unitech Power Transmission Ltd.,433,9.3,4026.9
23,22,3,16,1,0,2,Hyderabad,NLC India,550,8.4,4620
11,23,1,7,1,0,9,Chennai,Optibelt Power Transmission India Private Limited,487,8.8,4285.6
20,23,2,16,1,0,4,Gurgaon,Jaiprakash Power,471,8.3,3909.3
10,22,2,12,1,0,3,Navi Mumbai,Jaiprakash Power,409,9.3,3803.7
12,22,2,9,12,0,2,Chennai,KEC International,445,8.8,3916
19,22,0,17,1,0,10,Vadodara,NHPC,538,7.8,4196.4
6,21,1,11,7,0,3,Kolkata,Torrent Power Ltd.,438,8.7,3810.6
14,22,2,4,1,0,4,Noida,JSW Energy Ltd.,325,8.2,2665
13,22,3,12,12,0,10,Vadodara,Adani Power Ltd.,680,7.8,5304
14,23,1,21,12,0,2,New Delhi,Guj Ind Power,581,8.5,4938.5
12,23,0,14,1,0,3,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,590,7.8,4602
14,23,2,8,1,0,1,Ahmedabad,Guj Ind Power,367,7.9,2899.3
14,22,1,9,1,0,6,Chennai,Indowind Energy,500,8.8,4400
21,23,3,10,12,0,1,Mumbai,Kalpataru Power,631,9.2,5805.2
7,21,0,6,1,0,11,Faridabad,Indowind Energy,246,8.1,1992.6
8,17,2,18,1,0,9,Mumbai,JSW Energy Ltd.,436,9.2,4011.2
8,19,0,20,1,0,4,Ratnagiri,Optibelt Power Transmission India Private Limited,511,7.4,3781.4
21,23,1,10,1,0,10,Ratnagiri,Adani Power Ltd.,397,7.4,2937.8
21,22,1,10,1,0,8,Dahej,Reliance Power,452,7.6,3435.2
19,22,3,17,1,0,8,Chennai,Power Grid Corp,572,8.8,5033.6
12,23,3,13,1,0,10,Mumbai,NLC India,655,9.2,6026
5,20,2,5,1,0,11,Shimla,NHPC,281,7.7,2163.7
19,22,2,19,12,0,10,Noida,SJVN Ltd.,766,8.2,6281.2
13,23,1,10,1,0,8,Noida,Neueon Towers / Sujana Towers Ltd.,611,8.2,5010.2
15,22,0,16,1,0,4,Hyderabad,TransRail Lighting,440,8.4,3696
20,22,2,21,1,0,3,Nagpur,Kalpataru Power,620,8.9,5518
19,23,0,13,1,0,9,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),390,9.1,3549
20,23,1,11,1,0,2,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,590,8.8,5192
20,22,0,4,1,0,2,Hyderabad,Sunil Hitech Eng,315,8.4,2646
6,18,0,9,1,0,11,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,226,7.7,1740.2
12,22,2,14,1,0,11,Gurgaon,Unitech Power Transmission Ltd.,444,8.3,3685.2
5,22,1,9,7,0,1,New Delhi,NLC India,450,8.5,3825
20,22,1,13,12,0,10,Gurgaon,CESC,704,8.3,5843.2
